产品名,用户名,评论内容,评论时间,评论评分,点赞数,回复数,商品颜色,商品版本
HUAWEI,u***o,从mate40换到mate70pro，这手机质感和性能提升太多了，1T内存怎么也能用五年吧，拍照再也不用担心照片糊了，真的是逆光也清晰,2024-12-23 20:16:01,5,2,6,曜石黑,12GB+1TB
HUAWEI,呆***利,准备升级全血鸿蒙试试，手机质量没得说！无论是材质的质感还是整体的做工，都让人眼前一亮。使用起来效果绝佳，真心赞！,2025-01-22 15:06:43,5,6,9,雪域白,12GB+512GB
HUAWEI,L***h,手机终于拿到手了，摸着手感很顺滑，开机丝滑。就是镜头和上一代比确实比较突出。期待后续的使用！,2024-12-19 21:55:57,5,1,3,雪域白,12GB+512GB
HUAWEI,庐***月,期待已久的mate70pro终于到手了 一直使用华为手机 这款手机比之前的手机流畅度提升了很多 拍摄照片的还原度很高 非常的自然 好看 色彩丰富 手感很好 大小也很合适 充电速度很快 电也非常耐用 值得等待,2024-12-18 21:56:06,5,0,2,曜石黑,12GB+512GB
HUAWEI,j***q,期待了很久的华为mate70pro，终于到手了，拍照非常棒，带着刚到手的mate70pro看了马克西姆，拍照，游戏，续航，无所不能，支持！,2024-12-07 17:10:47,5,0,1,雪域白,12GB+1TB
HUAWEI,轻***吸,这款华为mate70 pro 我堪称世界最强 玩起来手感巨棒 拍照特别清晰 充电嘎嘎快 爱不释手哈哈哈哈,2024-12-24 10:52:30,5,12,16,雪域白,12GB+512GB
HUAWEI,m***0,"终于收到mate70pro啦，真的期待了好久。
拍照也很满意，手机系统用起来很流畅，响应速度特别快，不愧是期待这么久的手机。",2024-12-16 13:42:19,5,0,4,曜石黑,12GB+1TB
HUAWEI,h***t,等了很久终于到货了，好货不怕晚，mate40可以退休啦，很流畅 指纹和面部识别也够灵敏！遥遥领先,2024-12-11 18:15:32,5,0,0,曜石黑,12GB+1TB
HUAWEI,西***9,"mate30去年手机屏幕摔坏换了magic5Pro，今年mate70Pro发布就忍不住抢了，抢了好几天才抢到，预计12月18日前发货，没想到4号就发货了！！5号收到了心心念的手机，手感很好，4.3系统很丝滑，但没忍住申请升级到了next系统，虽然需要完善的地方还很多，但依旧喜欢！非常推荐购买！
支持华为，支持纯血鸿蒙！强到飞起，期待更多APP适配我们自研的纯血鸿蒙！",2024-12-08 13:03:07,5,0,0,曜石黑,12GB+512GB
HUAWEI,江***生,全新mate 70 pro 上手体验，外观整体很纯净，白色比较干净，本来想买绿色最后抢到白色了。拍照真的是遥遥领先，系统还没升级纯血，4.3已然很丝滑，期待鸿蒙next.,2024-12-23 13:17:22,5,0,0,雪域白,12GB+512GB
HUAWEI,张***p,好手机，白色的很漂亮，比60P轻一些，薄一些，屏幕更加细腻，亮度更高，拍照绝了！其它的还有待于体验。,2024-12-06 20:32:37,5,1,3,雪域白,12GB+1TB
HUAWEI,微***g,太棒了，千呼万唤始出来，我的mate70pro终于到手了，产品太惊艳了，我的p40pro终于可以光荣退伍了，手感没得说，拍照也很出片，出去玩连相机都不用了，就要用mate70pro给她拍，太喜欢了。,2024-12-20 17:34:34,5,0,11,曜石黑,12GB+512GB
HUAWEI,5***0,"华为Mate70Pro到手啦！京东好想比官网好抢一点，发货也超级快！
手机质感不错，比想象中轻一些，并没有笨重感。
手机拍照摄影都很强大，需要慢慢摸索。
第一次用华为机，希望是好的体验。#华为Mate70 Pro",2024-12-07 10:57:52,5,2,4,雪域白,12GB+1TB
HUAWEI,春***y,华为Mate70 PRO红枫拍照效果真不错。心心念的手机终于在出发东莞看球赛前一天到达手中，看球赛闪拍功能真的强得飞起。十年苹果转华为，一天适应，动车上也还有网速给我下载安装各种软件，奥利给。,2024-12-22 00:41:23,5,0,3,曜石黑,12GB+512GB
HUAWEI,j***a,与华为mate40相比，mate70pro整体屏幕会更宽一些，整体外观和拍照功能提升非常大，应用的投篮超级超级可爱🏀,2024-12-20 13:18:01,5,0,4,雪域白,12GB+512GB
HUAWEI,j***j,"外观造型:非常好看这个颜色手感也特别好背面的话更好看
信号通话:这个不用说遥遥领先信号和别的品牌手机比华为的都是满格
拍照情况:拍照的话拍出的照片有种很真实的感觉和眼睛看到的一样非常好看
流畅度:非常丝滑流畅
mate 70pro强的飞起",2024-12-21 11:12:31,5,0,7,云杉绿,12GB+512GB
HUAWEI,可***子,华为Mate70 por 还是很强的，外观设计很漂亮，我选的白色，很经典很耐看，拍照功能很强大，比某果清晰度还高，这个价位，简直不要太划算，还想再买一台绿色，凑情侣款。,2024-12-21 22:42:40,5,0,5,雪域白,12GB+512GB
HUAWEI,j***5,11号下单12号收到，收到后还担心是激活后封机，官网验机未激活，插卡用了一天，不放心今天去了一趟售后，让售后帮忙验机，全新正品，保修是到2026年6月13号，安全下车，客服很贴心，不过赠品还没收到，五星好评，用一段时间再看看,2025-06-13 21:14:44,5,0,0,曜石黑,12GB+512GB
HUAWEI,无***3,外观设计独特，更显优雅。摄像头模组升级，拍摄效果惊人，无论白天黑夜，让每一次快门都成为视觉盛宴,2024-12-12 09:44:06,5,0,0,曜石黑,12GB+512GB
HUAWEI,j***4,入手华为Mate70pro，体验到高端科技的新巅峰。从芯片到系统，从外观到功能，每一处细节都经过精心雕琢，拍照效果有很大提升，非常满意！,2024-12-06 12:00:37,5,0,0,曜石黑,12GB+512GB
HUAWEI,红***煲,抢到了新款Mate70 pro，开心，手机质感很棒，像素高，很不错，推荐！,2024-12-08 11:11:04,5,0,2,曜石黑,12GB+512GB
HUAWEI,Y***还,12月9号下单的终于到手了，拍照很清晰，系统很流畅，网速快的飞起，强调飞起。,2024-12-21 10:30:45,5,30,4,雪域白,12GB+512GB
HUAWEI,爱***浩,"信号网速这方面，真的没对手。嘎嘎乱杀，嘎嘎好使，嘎嘎快。
白色也很好看，很满意的一次购物。",2024-12-10 12:50:18,5,0,5,雪域白,12GB+512GB
HUAWEI,a***装,"外形外观：到手看见实物真的没有让我失望特别好看手感也很OK
拍照效果：拍照也很漂亮几乎跟原色没差",2024-12-07 16:27:15,5,0,5,雪域白,12GB+1TB
HUAWEI,j***4,华为mate70pro颜值真的很在线，属于越看越好看的类型，红枫摄像头是很不错的创新，拍摄效果好，风景照无敌。华为加油。,2024-12-23 20:34:28,5,2,2,云杉绿,12GB+512GB
HUAWEI,j***1,华为mate70 pro手机第一次用，真的很好用，手机拍照嘎嘎好，手机的反应速度也非常快。,2024-12-17 20:27:14,5,0,0,曜石黑,12GB+512GB
HUAWEI,文***文,"延续了Mate系列的经典设计风格，背面的设计具有亮点，整体简约大气有现代气息，搭载的麒麟芯片与鸿蒙系统适配较好，多任务以及运行大程序应用顺畅丝滑无卡顿。
但手机重量偏重，并采用侧边按钮指纹，且屏幕分辨率在同价位手机中规格较低，使得手机较为美中不足",2025-02-10 13:45:53,3,0,0,曜石黑,12GB+1TB
HUAWEI,Z***i,产品特别好，到今天为止没有任何不满意的，操控跟流畅，屏幕清晰，音效音质很好，听音乐都不用耳机了，值得推荐,2025-07-17 20:10:46,5,0,0,曜石黑,12GB+512GB
HUAWEI,玥***t,"还不错



外形外观：尺寸正正好好
屏幕音效：屏幕色彩一流，音效好
拍照效果：拍的很清楚枫叶相机不错
运行速度：快的没法说",2024-12-12 22:21:40,5,0,0,曜石黑,12GB+1TB
HUAWEI,j***z,"总的来说，华为Mate70 Pro是一款非常出色的手机，它不仅拥有出色的外观设计，还具备强大的性能和优秀的拍照能力。
   用了7天，很好，流畅，希望软件适配加快进度。",2025-06-27 14:21:55,5,0,0,曜石黑,12GB+256GB
HUAWEI,嗨***好,心心念的mate70pro终于到手了。家里车也是华为的，终于可以操作操作超级桌面了。,2024-12-11 10:11:33,5,0,1,曜石黑,12GB+512GB
HUAWEI,3***8,手机很好看，颜色好看。功能强大，非常棒的体验🌹🌹🌹拍照功能也非常棒！,2024-12-21 09:11:06,5,0,0,云杉绿,12GB+512GB
HUAWEI,赵***5,太幸运了，第一次就抢到了，18天发货，很漂亮，高端大气上档次，太难买了，还想给家人买一个,2024-12-23 15:32:33,5,0,8,云杉绿,12GB+512GB
HUAWEI,_***哥,这款mate70pro是非常优秀的手机，做工非常精细，手机分量十足，运行流畅很不错，拍照原彩显示，比之前提升明显,2024-12-11 09:19:01,5,0,1,雪域白,12GB+512GB
HUAWEI,_***_,等待了很长时间，一直在抢购，没想到这次在京东轻松购得，发货迅速，手机使用非常流畅。,2025-01-22 21:31:17,5,3,2,云杉绿,12GB+1TB
HUAWEI,吴***P,华为Mate 70 Pro令人惊艳。外观上，机身线条流畅，背壳材质独特有质感。拍摄体验超棒，超高清摄像头能精准捕捉色彩与细节，光学防抖让手持拍摄也能清晰定格瞬间。它是科技与美学的完美融合，值得拥有。#华为Mate70Pro,2024-12-18 22:31:01,5,0,0,雪域白,12GB+512GB
HUAWEI,w***逅,手机各方面总体来说非常好，反应特别快，电池续航能力也不错，能用一天！这个手机买对了！,2025-06-04 17:29:50,5,0,0,云杉绿,12GB+256GB
HUAWEI,干***难,&quot;手机收到啦，颜值高、运行流畅，拍照清晰，性价比超高！卖家服务好，物流快，非常满意，强烈推荐！&quot;,2025-06-23 23:27:53,5,0,0,雪域白,12GB+512GB
HUAWEI,我***哥,"拍照效果：华为Mate70Pro表现出色,无论是处理速度摄像效果还是电池续航力都非常出色。其独特的设计和人性化的界面也为用户提供了极佳的体验。无论是工作还是娱乐，Mate70Pro都能满足需求。总的来说，这是一款直得推荐的优秀手机。
运行速度：运行速度很快的",2024-12-08 16:00:28,5,0,0,曜石黑,12GB+512GB
HUAWEI,孤***狼,"运行速度：流畅度非常好！
拍照效果：拍照很惊艳，Very good！",2024-12-28 08:31:04,5,0,0,曜石黑,12GB+512GB
HUAWEI,Z***f,华为Mate70 Pro是一款非常出色的智能手机。它拥有强大的性能和出色的拍照功能，能够满足用户的各种需求。同时，它的设计也非常精美，给人一种高端大气的感觉。总的来说，华为Mate70 Pro是一款值得推荐的智能手机。,2024-12-10 21:28:07,5,3,3,雪域白,12GB+512GB
HUAWEI,咖啡里的水晶,🎁宝贝质量很好，收到货第一时间打开看了，很不错👍，很满意😃，客服也有问必答，感谢🙏,2025-11-26 08:43:14,5,1,0,曜石黑,12GB+512GB
HUAWEI,啊***o,给老爸买的，现在拍照拍的更清晰了，很喜欢,2025-01-17 11:55:22,5,0,0,云杉绿,12GB+512GB
HUAWEI,j***s,商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~🌸🌸🌸，一次愉快的购物体验！,2024-12-08 08:59:00,5,7,9,雪域白,12GB+1TB
HUAWEI,星***了,商品价格实惠，质量却超出预期。物流给力，商家服务热情，售后服务让人放心。,2025-04-20 17:56:52,5,1,0,雪域白,12GB+512GB
HUAWEI,海***久,抢到了后接近一个月发货，终于拿到手了，手机使用起来很满意,2025-01-26 12:30:03,5,0,2,曜石黑,12GB+512GB
HUAWEI,高***人,外观好看，大气上档次手机流畅，大品牌值得信赖,2025-06-22 22:48:04,5,0,0,云杉绿,12GB+256GB
HUAWEI,F***m,非常好，各个方面都很强，拍照、系统、续航、信号,2025-01-02 11:17:34,5,0,0,雪域白,12GB+512GB
HUAWEI,x***g,性能好，值得等待，颜值很高,2024-12-19 18:28:40,5,0,2,云杉绿,12GB+512GB
HUAWEI,游***客,手机好用，拍照效果惊艳，非常满意,2025-01-20 19:36:29,5,0,0,曜石黑,12GB+1TB
HUAWEI,A***8,东西收到了，质量超出预期，价格也很划算，满意！,2025-07-03 15:47:15,5,0,0,风信紫,12GB+512GB
HUAWEI,朝***梦,拍照一流，用起来非常流畅，抢了一个月才抢到的。,2025-02-12 23:32:15,5,0,2,云杉绿,12GB+1TB
HUAWEI,是***a,很好用，质感很好拍照清晰。支持国货。,2024-12-18 10:18:45,5,0,0,曜石黑,12GB+512GB
HUAWEI,1***g,拍照很好，手机非常流畅，外观好看！,2025-05-28 20:05:12,5,0,0,曜石黑,12GB+1TB
HUAWEI,jd_9a7xx3mo51cgtj,颜色好看，用着很顺手,2025-09-08 14:16:39,5,0,0,雪域白,12GB+512GB
HUAWEI,樹***n,手机尺寸合适，拍照效果非常好。,2024-12-10 23:53:53,5,0,0,曜石黑,12GB+512GB
HUAWEI,G***9,外观漂亮，上手容易，信号杠杠的！,2025-01-06 16:09:47,5,0,3,雪域白,12GB+512GB
HUAWEI,j***f,终于等到了，流畅相机很给力。,2024-12-22 04:39:15,5,0,0,雪域白,12GB+512GB
HUAWEI,郭沐风,给老公买的，很喜欢，不错,2025-12-19 17:25:38,5,0,0,曜石黑,12GB+512GB
HUAWEI,H***k,"新机终于终于到手上了，整机非常顺滑，手感很好，系统超级流畅，新的红枫影像也超级好看，下面两张图片一张是一倍一张是十倍变焦拍的都超级好看，不论是色彩还是清晰度，真的可以用那四个字。
我本人是一位老花粉了，这是第一次买高端华为机型，在等待的时间中非常激动，我知道各位每天打开评论区都会看一看别人几号买的几号到的，都很急切，很难等，但值得等，客服也很给力，态度也很好，我是十号买的，二十六号发货的，每人可能情况都不一样，稍微给我们华为一点时间，会给各位一份好的产品的。",2024-12-28 21:15:28,5,0,1,雪域白,12GB+512GB
HUAWEI,劉***憨,"外观与手感
 设计美观：华为Mate 70 Pro延续了Mate系列的家族式设计，背部的大圆形摄像头模组搭配星钻环绕设计，极具辨识度，外观时尚且高端
握持舒适：机身采用了流畅的曲面设计，边框与后盖的过渡自然。
 性能表现
 运行流畅：搭载麒麟9020处理器，日常使用如刷网页、社交聊天等流畅顺滑，多任务处理时也能轻松应对，切换应用毫无压力
游戏体验出色：在运行大型游戏时，帧率稳定，画面清晰流畅，且散热性能良好，长时间游戏机身发热不明显
 影像系统
 拍照效果优秀：配备四摄像头组合，包括5000万像素主摄、6400万像素长焦、4800万像素超广角与3D深感摄像头，各种场景下都能拍摄出高质量照片
视频拍摄专业：支持4K视频录制与慢动作拍摄，还首发了AI电影质感引擎，AI视频降噪、色彩引擎及实时HDR效果显著提升，让用户轻松拍摄出专业级视频
屏幕显示
画质清晰细腻：OLED微曲面屏，分辨率高达3200x1440像素，显示效果细腻，色彩鲜艳，文字和图像清晰锐利
高刷新率体验好：支持1-120Hz自适应刷新率，根据使用场景自动调节，在刷网页、玩游戏等场景下，视觉体验流畅，同时降低了功耗",2024-12-06 10:25:50,5,0,0,雪域白,12GB+512GB
HUAWEI,-***-,"不得不说，华为这次真的太良心了。我之前就一直在关注这款手机，它的配置真的超级能打。6.9英寸的大屏幕，不管是看剧还是打游戏，视觉效果都超棒，沉浸感直接拉满！5000万像素的摄像头，拍照更是绝绝子，随手一拍就是大片，以后出门再也不用带着沉重的相机啦，手机就能搞定一切。还有5500mAh的大电池，续航能力超强，再也不用担心出门在外手机没电啦，重度手机用户狠狠爱住！
近期有换手机打算的宝子们，真的可以考虑一下这款华为Mate70 Pro，这个价格真的可遇不可求，错过真的会后悔！",2025-05-18 07:38:57,5,0,0,雪域白,12GB+512GB
